Client Number,Attrition Flag,Customer Age,Gender,Dependent Count,Education Level,Marital Status,Income Category,Card Category,Months on Book,Total Relationship Count,Months Inactive (Last 12 Months),Contacts Count (Last 12 Months),Credit Limit,Total Revolving Balance,Average Open to Buy,Total Amount Change (Q4 vs Q1),Total Transaction Amount,Total Transaction Count,Total Transaction Count Change (Q4 vs Q1),Average Utilization Ratio,Age Group,Tenure Years,Avg Transaction Value,Utilization Tier
720616908,Existing Customer,54,Male,1,Uneducated,Single,$120K +,Blue,36,5,1,2,34516.0,0,34516.0,0.452,3918,67,1.094,0.0,Middle-Aged,3.0,58.48,Low
817038333,Existing Customer,55,Female,0,Graduate,Married,Less than $40K,Blue,40,4,3,4,1513.0,725,788.0,0.791,4042,72,0.714,0.479,Middle-Aged,3.33,56.14,Moderate
713333433,Attrited Customer,49,Male,3,Uneducated,Unknown,$60K - $80K,Blue,41,3,4,4,18075.0,0,18075.0,0.531,1477,30,0.5,0.0,Middle-Aged,3.42,49.23,Low
710820783,Existing Customer,45,Female,4,Graduate,Married,Unknown,Blue,36,6,1,2,5989.0,0,5989.0,0.668,4246,78,0.857,0.0,Adult,3.0,54.44,Low
720338658,Existing Customer,56,Female,3,Post-Graduate,Single,Less than $40K,Blue,42,3,2,2,2490.0,1623,867.0,0.79,2998,60,0.622,0.652,Middle-Aged,3.5,49.97,Moderate
803938908,Existing Customer,49,Female,4,Uneducated,Single,Less than $40K,Blue,44,4,2,2,2659.0,0,2659.0,0.84,4546,81,0.884,0.0,Middle-Aged,3.67,56.12,Low
787921383,Attrited Customer,53,Male,0,High School,Single,$120K +,Silver,44,2,4,4,34516.0,2297,32219.0,0.416,1461,43,0.536,0.067,Middle-Aged,3.67,33.98,Low
787849833,Existing Customer,49,Male,2,High School,Married,$80K - $120K,Blue,40,4,2,0,13490.0,1672,11818.0,0.799,4205,75,0.415,0.124,Middle-Aged,3.33,56.07,Low
721143258,Existing Customer,46,Male,1,High School,Single,$40K - $60K,Blue,33,6,4,3,1664.0,798,866.0,0.703,4804,66,0.535,0.48,Middle-Aged,2.75,72.79,Moderate
709335558,Existing Customer,49,Male,3,Uneducated,Married,$120K +,Blue,37,6,3,3,7753.0,1643,6110.0,0.798,3367,65,0.806,0.212,Middle-Aged,3.08,51.8,Low
806619333,Existing Customer,36,Female,3,High School,Single,Less than $40K,Blue,31,4,2,3,2909.0,2085,824.0,1.035,5154,80,0.86,0.717,Adult,2.58,64.42,High
719378658,Existing Customer,57,Male,3,Graduate,Divorced,$80K - $120K,Silver,36,6,3,4,34516.0,1384,33132.0,0.887,4745,69,0.605,0.04,Middle-Aged,3.0,68.77,Low
720670458,Existing Customer,52,Female,2,Unknown,Single,$40K - $60K,Blue,45,3,1,3,3476.0,1560,1916.0,0.894,3496,58,0.871,0.449,Middle-Aged,3.75,60.28,Moderate
716955783,Existing Customer,52,Male,2,Graduate,Single,$80K - $120K,Blue,36,6,2,2,16026.0,1160,14866.0,0.386,4418,59,0.639,0.072,Middle-Aged,3.0,74.88,Low
817970208,Existing Customer,45,Male,1,Uneducated,Divorced,Less than $40K,Blue,40,4,3,2,2705.0,1334,1371.0,0.886,4501,67,0.675,0.493,Adult,3.33,67.18,Moderate
708506508,Existing Customer,54,Male,3,High School,Married,$120K +,Blue,43,5,3,2,2884.0,1144,1740.0,0.783,4887,90,0.698,0.397,Middle-Aged,3.58,54.3,Moderate
750147483,Existing Customer,49,Male,2,High School,Single,$80K - $120K,Blue,37,6,1,4,24299.0,2517,21782.0,0.723,5320,62,0.771,0.104,Middle-Aged,3.08,85.81,Low
715540233,Existing Customer,43,Male,3,Graduate,Single,$60K - $80K,Blue,34,6,1,2,20755.0,2276,18479.0,0.801,4615,79,0.837,0.11,Adult,2.83,58.42,Low
807584958,Attrited Customer,50,Male,3,Uneducated,Married,$60K - $80K,Blue,45,2,2,5,21096.0,0,21096.0,0.637,1882,39,0.345,0.0,Middle-Aged,3.75,48.26,Low
720686583,Existing Customer,46,Male,3,High School,Divorced,$120K +,Blue,37,5,3,4,6457.0,0,6457.0,0.531,4487,73,0.431,0.0,Middle-Aged,3.08,61.47,Low
820637433,Existing Customer,45,Female,3,High School,Married,Less than $40K,Blue,40,5,2,3,1603.0,0,1603.0,0.467,4041,66,0.571,0.0,Adult,3.33,61.23,Low
716346183,Existing Customer,43,Female,3,Unknown,Divorced,Unknown,Blue,37,3,6,3,9051.0,1557,7494.0,0.621,4169,72,0.5,0.172,Adult,3.08,57.9,Low
715405758,Attrited Customer,50,Female,1,High School,Single,Unknown,Blue,42,5,0,4,10057.0,0,10057.0,0.792,2383,42,0.448,0.0,Middle-Aged,3.5,56.74,Low
710094108,Existing Customer,33,Male,3,Graduate,Single,$60K - $80K,Blue,27,6,2,3,2043.0,1725,318.0,0.686,5212,79,0.646,0.844,Adult,2.25,65.97,High
713168733,Existing Customer,65,Female,0,Unknown,Single,Less than $40K,Blue,56,6,3,3,2802.0,2403,399.0,0.636,3887,61,0.419,0.858,Senior,4.67,63.72,High
708614058,Existing Customer,56,Female,2,Graduate,Divorced,Less than $40K,Blue,45,4,2,4,1960.0,1690,270.0,0.63,3870,67,0.558,0.862,Middle-Aged,3.75,57.76,High
718088133,Existing Customer,40,Female,3,Unknown,Divorced,Less than $40K,Blue,36,6,1,0,2348.0,1061,1287.0,1.062,1901,27,1.25,0.452,Adult,3.0,70.41,Moderate
720614658,Existing Customer,40,Male,2,High School,Divorced,$60K - $80K,Blue,25,6,4,2,2978.0,0,2978.0,0.49,3879,95,0.583,0.0,Adult,2.08,40.83,Low
716695533,Existing Customer,49,Female,3,College,Married,Less than $40K,Blue,29,3,3,3,2017.0,1557,460.0,0.738,3875,75,0.974,0.772,Middle-Aged,2.42,51.67,High
717091533,Existing Customer,29,Female,1,Graduate,Single,Unknown,Blue,36,5,2,3,13613.0,1172,12441.0,0.657,4253,84,0.75,0.086,Young Adult,3.0,50.63,Low
713231658,Existing Customer,45,Female,2,Doctorate,Single,Less than $40K,Blue,33,6,2,3,5553.0,1117,4436.0,0.914,3744,52,0.793,0.201,Adult,2.75,72.0,Low
715675458,Existing Customer,51,Male,1,High School,Unknown,$80K - $120K,Blue,41,6,1,2,6346.0,578,5768.0,0.55,3837,85,0.604,0.091,Middle-Aged,3.42,45.14,Low
712463883,Existing Customer,45,Male,2,Unknown,Married,$120K +,Silver,38,4,2,3,34516.0,1406,33110.0,1.261,3342,63,0.969,0.041,Adult,3.17,53.05,Low
708489258,Existing Customer,40,Female,3,Graduate,Married,Less than $40K,Blue,27,5,3,3,1438.3,988,450.3,0.556,3561,72,0.5,0.687,Adult,2.25,49.46,Moderate
708403308,Existing Customer,37,Male,3,Unknown,Single,$40K - $60K,Silver,24,3,1,3,15133.0,1663,13470.0,0.646,4392,68,0.511,0.11,Adult,2.0,64.59,Low
769684158,Existing Customer,42,Male,4,College,Single,$40K - $60K,Blue,36,3,3,2,2502.0,1488,1014.0,0.56,3763,75,0.875,0.595,Adult,3.0,50.17,Moderate
710349258,Existing Customer,45,Female,3,High School,Single,Less than $40K,Blue,36,3,2,2,2589.0,2052,537.0,0.636,4133,68,0.789,0.793,Adult,3.0,60.78,High
713940033,Existing Customer,47,Female,3,Graduate,Single,Less than $40K,Blue,36,5,1,3,2049.0,1460,589.0,0.599,3514,79,0.646,0.713,Middle-Aged,3.0,44.48,High
713482608,Existing Customer,47,Male,4,College,Married,$40K - $60K,Blue,35,6,1,2,3560.0,751,2809.0,1.096,4060,79,0.975,0.211,Middle-Aged,2.92,51.39,Low
714571008,Existing Customer,49,Female,3,Unknown,Married,Less than $40K,Blue,36,3,2,3,1438.3,0,1438.3,1.044,4553,78,1.167,0.0,Middle-Aged,3.0,58.37,Low
715354008,Existing Customer,43,Male,3,Graduate,Unknown,$120K +,Blue,36,6,1,2,25937.0,0,25937.0,0.936,3785,68,0.7,0.0,Adult,3.0,55.66,Low
819363708,Existing Customer,43,Male,1,Post-Graduate,Single,$60K - $80K,Blue,38,4,2,3,2387.0,1482,905.0,0.868,3909,67,0.675,0.621,Adult,3.17,58.34,Moderate
712014708,Existing Customer,48,Male,4,Graduate,Married,Less than $40K,Blue,36,4,1,2,2912.0,1501,1411.0,0.825,4518,90,0.875,0.515,Middle-Aged,3.0,50.2,Moderate
788717358,Existing Customer,53,Male,2,Uneducated,Single,$60K - $80K,Blue,38,3,2,2,7062.0,1255,5807.0,0.672,3432,68,0.744,0.178,Middle-Aged,3.17,50.47,Low
710413533,Existing Customer,56,Male,2,Graduate,Married,$80K - $120K,Blue,51,3,3,3,12186.0,1080,11106.0,0.842,4785,66,0.65,0.089,Middle-Aged,4.25,72.5,Low
718515483,Attrited Customer,64,Male,0,Graduate,Single,Less than $40K,Blue,52,2,3,5,3570.0,2517,1053.0,0.69,3289,47,0.958,0.705,Senior,4.33,69.98,High
715059258,Existing Customer,38,Female,3,Doctorate,Single,Unknown,Blue,32,6,4,4,3072.0,1970,1102.0,0.671,4245,82,0.952,0.641,Adult,2.67,51.77,Moderate
713852958,Existing Customer,51,Female,2,Graduate,Single,Unknown,Silver,41,5,3,3,31501.0,1810,29691.0,0.71,3893,81,0.62,0.057,Middle-Aged,3.42,48.06,Low
767835558,Existing Customer,42,Female,2,Unknown,Married,Less than $40K,Blue,36,5,1,3,5928.0,2517,3411.0,0.817,3536,69,0.769,0.425,Adult,3.0,51.25,Moderate
721531683,Existing Customer,44,Female,4,Graduate,Single,Unknown,Blue,36,3,1,3,8482.0,0,8482.0,0.563,4076,81,0.688,0.0,Adult,3.0,50.32,Low
720660558,Existing Customer,50,Male,2,Uneducated,Married,$120K +,Blue,36,4,3,4,23911.0,2100,21811.0,0.988,4770,89,0.712,0.088,Middle-Aged,3.0,53.6,Low
814845933,Existing Customer,62,Male,0,Graduate,Single,$80K - $120K,Blue,56,4,3,3,1438.3,0,1438.3,0.794,3628,74,0.644,0.0,Senior,4.67,49.03,Low
773155533,Existing Customer,49,Female,3,Unknown,Single,Less than $40K,Blue,42,5,3,3,3261.0,814,2447.0,0.85,4739,89,0.712,0.25,Middle-Aged,3.5,53.25,Low
711199908,Existing Customer,41,Male,2,Graduate,Single,$60K - $80K,Blue,30,3,1,2,2317.0,1232,1085.0,0.733,3057,71,0.919,0.532,Adult,2.5,43.06,Moderate
721398858,Existing Customer,43,Male,2,Unknown,Single,$120K +,Blue,34,5,3,4,33913.0,0,33913.0,0.901,4160,76,0.9,0.0,Adult,2.83,54.74,Low
715664808,Attrited Customer,43,Male,2,Graduate,Single,$80K - $120K,Blue,30,3,3,3,34516.0,0,34516.0,0.688,2427,51,0.645,0.0,Adult,2.5,47.59,Low
715500558,Existing Customer,45,Female,3,Graduate,Married,Unknown,Blue,36,3,1,4,1637.0,774,863.0,1.126,4120,78,1.0,0.473,Adult,3.0,52.82,Moderate
719239158,Existing Customer,48,Male,3,High School,Married,$60K - $80K,Blue,39,4,3,2,5448.0,0,5448.0,0.549,3912,72,0.565,0.0,Middle-Aged,3.25,54.33,Low
820633833,Existing Customer,64,Female,1,Graduate,Single,$40K - $60K,Blue,56,5,2,4,5152.0,948,4204.0,0.953,4074,72,1.057,0.184,Senior,4.67,56.58,Low
720551733,Attrited Customer,46,Female,4,Doctorate,Married,Unknown,Blue,26,3,3,6,15195.0,0,15195.0,0.726,2631,41,0.64,0.0,Middle-Aged,2.17,64.17,Low
718487958,Existing Customer,53,Female,2,High School,Married,Less than $40K,Blue,41,5,3,0,2799.0,1303,1496.0,0.763,3971,76,0.551,0.466,Middle-Aged,3.42,52.25,Moderate
710533233,Attrited Customer,38,Female,1,Graduate,Married,Less than $40K,Blue,29,3,3,4,1438.3,0,1438.3,0.508,2139,47,0.567,0.0,Adult,2.42,45.51,Low
778878633,Existing Customer,51,Male,3,Unknown,Married,$80K - $120K,Blue,32,6,3,1,1817.0,885,932.0,0.621,3400,67,0.675,0.487,Middle-Aged,2.67,50.75,Moderate
720197058,Attrited Customer,47,Female,3,Graduate,Unknown,Unknown,Blue,33,1,3,4,3443.0,0,3443.0,0.832,2505,45,0.452,0.0,Middle-Aged,2.75,55.67,Low
716317458,Attrited Customer,51,Female,2,Post-Graduate,Single,Less than $40K,Blue,36,3,3,3,4281.0,0,4281.0,0.447,1723,44,0.375,0.0,Middle-Aged,3.0,39.16,Low
718569258,Existing Customer,56,Female,2,Unknown,Married,Less than $40K,Blue,36,5,3,3,2029.0,974,1055.0,0.624,4170,73,0.553,0.48,Middle-Aged,3.0,57.12,Moderate
711649908,Existing Customer,33,Female,3,Graduate,Married,Unknown,Blue,15,5,3,2,1438.3,1055,383.3,0.901,4208,67,0.675,0.734,Adult,1.25,62.81,High
720879708,Existing Customer,52,Male,2,High School,Single,$80K - $120K,Blue,44,3,2,4,28186.0,1308,26878.0,0.679,2853,64,0.73,0.046,Middle-Aged,3.67,44.58,Low
815761908,Existing Customer,46,Female,3,Unknown,Married,Unknown,Silver,41,6,3,2,34516.0,0,34516.0,0.896,3722,72,0.756,0.0,Middle-Aged,3.42,51.69,Low
711850533,Existing Customer,46,Female,4,Uneducated,Single,Unknown,Blue,36,5,1,4,3818.0,0,3818.0,0.885,4272,71,0.578,0.0,Middle-Aged,3.0,60.17,Low
721028283,Existing Customer,40,Female,4,High School,Married,$40K - $60K,Blue,28,4,1,3,11494.0,1160,10334.0,0.463,3353,86,0.593,0.101,Adult,2.33,38.99,Low
710763783,Existing Customer,49,Male,2,High School,Married,$80K - $120K,Blue,32,4,1,3,28142.0,762,27380.0,0.982,3676,47,1.35,0.027,Middle-Aged,2.67,78.21,Low
720432858,Existing Customer,40,Female,4,Post-Graduate,Married,Less than $40K,Blue,36,4,1,3,2316.0,1510,806.0,0.554,3471,63,0.75,0.652,Adult,3.0,55.1,Moderate
772525308,Existing Customer,43,Male,3,College,Single,$40K - $60K,Blue,33,5,2,4,10533.0,1689,8844.0,0.359,3651,69,0.605,0.16,Adult,2.75,52.91,Low
767354208,Existing Customer,48,Male,4,Graduate,Married,$80K - $120K,Blue,41,4,2,1,14322.0,0,14322.0,0.602,3993,75,0.531,0.0,Middle-Aged,3.42,53.24,Low
715670058,Existing Customer,50,Male,3,Graduate,Married,$120K +,Blue,38,5,2,4,34516.0,1662,32854.0,0.504,3806,76,0.9,0.048,Middle-Aged,3.17,50.08,Low
713856708,Existing Customer,48,Male,4,High School,Married,$80K - $120K,Blue,36,5,1,2,6798.0,2517,4281.0,0.873,4327,79,0.881,0.37,Middle-Aged,3.0,54.77,Moderate
758086458,Existing Customer,46,Female,3,Graduate,Married,Unknown,Blue,39,3,3,4,1438.3,0,1438.3,0.646,4111,62,0.55,0.0,Middle-Aged,3.25,66.31,Low
717035283,Attrited Customer,46,Male,1,Graduate,Single,$60K - $80K,Blue,37,2,3,4,2445.0,848,1597.0,0.771,2216,39,0.56,0.347,Middle-Aged,3.08,56.82,Moderate
709604958,Existing Customer,51,Female,3,Graduate,Single,$40K - $60K,Blue,36,3,3,4,2585.0,1847,738.0,0.627,3480,64,0.6,0.715,Middle-Aged,3.0,54.38,High
714931458,Existing Customer,52,Female,2,Post-Graduate,Single,Unknown,Blue,42,3,2,3,1438.3,0,1438.3,0.607,4102,78,0.857,0.0,Middle-Aged,3.5,52.59,Low
711047658,Existing Customer,46,Female,3,High School,Married,Less than $40K,Blue,38,4,2,2,1781.0,1315,466.0,0.704,4775,83,0.729,0.738,Middle-Aged,3.17,57.53,High
718110858,Attrited Customer,42,Male,4,Unknown,Married,$40K - $60K,Blue,36,2,3,5,1606.0,0,1606.0,0.87,2628,41,0.64,0.0,Adult,3.0,64.1,Low
716385858,Existing Customer,42,Female,4,Graduate,Married,Less than $40K,Blue,28,5,2,4,2205.0,1245,960.0,0.925,4921,90,0.8,0.565,Adult,2.33,54.68,Moderate
708812133,Existing Customer,49,Female,3,Graduate,Married,Unknown,Blue,39,5,3,0,2270.0,1647,623.0,0.759,4110,75,0.923,0.726,Middle-Aged,3.25,54.8,High
787655058,Existing Customer,44,Female,2,Uneducated,Single,Less than $40K,Blue,37,5,2,3,2568.0,1875,693.0,0.578,4254,85,0.735,0.73,Adult,3.08,50.05,High
803113383,Attrited Customer,55,Female,1,Uneducated,Single,Less than $40K,Blue,49,3,4,3,3292.0,0,3292.0,0.482,2222,54,0.636,0.0,Middle-Aged,4.08,41.15,Low
721273008,Attrited Customer,54,Female,1,College,Unknown,Less than $40K,Silver,43,6,3,4,10797.0,1252,9545.0,0.489,1739,38,0.226,0.116,Middle-Aged,3.58,45.76,Low
715762083,Existing Customer,46,Male,0,Uneducated,Single,$60K - $80K,Silver,36,6,3,2,30501.0,2030,28471.0,0.56,2525,45,0.5,0.067,Middle-Aged,3.0,56.11,Low
711629733,Existing Customer,45,Female,2,Graduate,Married,Less than $40K,Blue,34,5,3,1,5371.0,1499,3872.0,0.737,3282,66,0.65,0.279,Adult,2.83,49.73,Low
718410258,Existing Customer,37,Male,3,High School,Unknown,$80K - $120K,Blue,28,5,4,4,13441.0,0,13441.0,0.513,4207,80,0.702,0.0,Adult,2.33,52.59,Low
719745558,Existing Customer,52,Male,3,Graduate,Single,$60K - $80K,Blue,36,4,2,2,9137.0,1729,7408.0,0.974,4626,77,0.75,0.189,Middle-Aged,3.0,60.08,Low
820282383,Attrited Customer,45,Female,2,Graduate,Married,Less than $40K,Blue,40,6,3,3,5848.0,2517,3331.0,0.561,2000,32,0.28,0.43,Adult,3.33,62.5,Moderate
793543758,Existing Customer,47,Male,2,Graduate,Single,$120K +,Blue,41,3,2,4,10614.0,784,9830.0,0.73,4601,77,0.638,0.074,Middle-Aged,3.42,59.75,Low
778224858,Existing Customer,42,Female,2,College,Unknown,Unknown,Blue,32,3,3,4,4035.0,1003,3032.0,0.583,4589,89,0.648,0.249,Adult,2.67,51.56,Low
712555233,Existing Customer,59,Female,0,Graduate,Single,$40K - $60K,Blue,48,4,1,2,4205.0,710,3495.0,0.504,2023,38,0.727,0.169,Middle-Aged,4.0,53.24,Low
718516533,Existing Customer,46,Female,2,Graduate,Single,Less than $40K,Blue,36,6,2,3,2586.0,2196,390.0,0.693,3944,78,0.857,0.849,Middle-Aged,3.0,50.56,High
708923658,Existing Customer,41,Female,3,Unknown,Unknown,Less than $40K,Blue,28,3,2,2,7234.0,1420,5814.0,0.539,4466,92,0.736,0.196,Adult,2.33,48.54,Low
717708783,Existing Customer,57,Male,2,Graduate,Single,$120K +,Silver,51,6,3,4,34516.0,1417,33099.0,0.966,4303,77,0.638,0.041,Middle-Aged,4.25,55.88,Low
780688383,Existing Customer,35,Male,1,Graduate,Unknown,$80K - $120K,Blue,24,4,2,3,21114.0,0,21114.0,0.697,3534,56,1.0,0.0,Adult,2.0,63.11,Low
718821783,Existing Customer,53,Male,1,Unknown,Married,$40K - $60K,Blue,48,4,1,3,2522.0,1704,818.0,0.988,4697,73,0.698,0.676,Middle-Aged,4.0,64.34,Moderate
718163808,Existing Customer,37,Male,1,Graduate,Single,$80K - $120K,Blue,24,6,3,4,11309.0,0,11309.0,0.474,4809,71,0.479,0.0,Adult,2.0,67.73,Low
712693908,Attrited Customer,43,Male,3,Graduate,Married,$120K +,Blue,31,2,4,1,13883.0,783,13100.0,0.749,1871,32,0.684,0.056,Adult,2.58,58.47,Low
711286533,Existing Customer,43,Male,3,Graduate,Unknown,$60K - $80K,Blue,31,5,1,2,13448.0,0,13448.0,0.667,5067,62,0.722,0.0,Adult,2.58,81.73,Low
711655683,Existing Customer,55,Male,1,Uneducated,Single,$60K - $80K,Silver,46,4,2,4,25991.0,0,25991.0,0.639,2996,62,0.879,0.0,Middle-Aged,3.83,48.32,Low
718188858,Existing Customer,52,Female,0,Graduate,Single,Less than $40K,Blue,36,5,1,2,2537.0,1097,1440.0,0.874,4964,84,0.909,0.432,Middle-Aged,3.0,59.1,Moderate
718514283,Existing Customer,46,Male,4,High School,Single,$40K - $60K,Blue,36,5,2,2,1438.3,794,644.3,0.807,3895,67,0.558,0.552,Middle-Aged,3.0,58.13,Moderate
708642708,Attrited Customer,40,Female,2,Uneducated,Married,Unknown,Blue,36,3,2,3,13019.0,0,13019.0,0.487,1484,33,0.435,0.0,Adult,3.0,44.97,Low
811475733,Attrited Customer,53,Female,1,College,Married,$40K - $60K,Blue,48,2,2,3,3339.0,0,3339.0,0.694,2432,48,0.6,0.0,Middle-Aged,4.0,50.67,Low
712089108,Existing Customer,49,Male,3,Uneducated,Divorced,$80K - $120K,Blue,37,6,3,3,28390.0,1141,27249.0,0.919,4631,76,0.949,0.04,Middle-Aged,3.08,60.93,Low
710761533,Existing Customer,44,Male,2,Graduate,Unknown,$80K - $120K,Blue,33,3,2,3,23665.0,1624,22041.0,0.574,4190,87,0.706,0.069,Adult,2.75,48.16,Low
714963558,Existing Customer,46,Male,3,Graduate,Single,$40K - $60K,Blue,36,4,2,3,1438.3,0,1438.3,0.951,4374,71,0.775,0.0,Middle-Aged,3.0,61.61,Low
714834258,Existing Customer,43,Female,4,High School,Unknown,Less than $40K,Blue,36,5,2,4,2459.0,1127,1332.0,0.765,4343,83,0.886,0.458,Adult,3.0,52.33,Moderate
713788083,Attrited Customer,28,Female,1,Graduate,Single,Less than $40K,Blue,36,4,2,5,1624.0,0,1624.0,0.299,1897,35,0.25,0.0,Young Adult,3.0,54.2,Low
719583558,Existing Customer,49,Female,3,Uneducated,Married,$40K - $60K,Blue,40,6,2,3,8900.0,1700,7200.0,0.906,4710,70,0.556,0.191,Middle-Aged,3.33,67.29,Low
744705408,Existing Customer,48,Female,4,Graduate,Single,Unknown,Blue,41,5,3,2,5239.0,1172,4067.0,0.825,4241,61,0.968,0.224,Middle-Aged,3.42,69.52,Low
713240133,Existing Customer,42,Female,3,High School,Married,Less than $40K,Blue,36,4,3,1,9351.0,1482,7869.0,0.464,5099,60,0.714,0.158,Adult,3.0,84.98,Low
815015283,Existing Customer,43,Female,4,Graduate,Married,Less than $40K,Blue,38,4,2,2,2655.0,1650,1005.0,0.701,4025,62,0.59,0.621,Adult,3.17,64.92,Moderate
718072758,Existing Customer,51,Male,2,Post-Graduate,Married,$120K +,Blue,45,5,2,1,3173.0,2517,656.0,0.708,4030,73,0.622,0.793,Middle-Aged,3.75,55.21,High
709127808,Existing Customer,48,Male,3,Post-Graduate,Divorced,$60K - $80K,Blue,35,5,2,1,6243.0,1331,4912.0,0.8,3502,57,1.036,0.213,Middle-Aged,2.92,61.44,Low
715080258,Existing Customer,37,Female,1,High School,Single,Unknown,Blue,36,3,2,3,6730.0,1093,5637.0,1.01,4814,89,0.854,0.162,Adult,3.0,54.09,Low
709567758,Existing Customer,40,Female,3,Uneducated,Married,Less than $40K,Blue,29,4,1,2,2490.0,2225,265.0,0.566,3339,71,0.543,0.894,Adult,2.42,47.03,High
780067158,Attrited Customer,51,Female,2,Uneducated,Single,Less than $40K,Blue,36,2,3,3,1746.0,1107,639.0,0.539,1907,47,0.621,0.634,Middle-Aged,3.0,40.57,Moderate
715357308,Existing Customer,44,Male,2,Graduate,Married,$60K - $80K,Blue,36,3,1,2,4141.0,1424,2717.0,0.574,3512,65,0.477,0.344,Adult,3.0,54.03,Moderate
720559908,Existing Customer,58,Female,2,Uneducated,Divorced,Less than $40K,Silver,46,6,1,4,11684.0,653,11031.0,0.622,4900,61,0.743,0.056,Middle-Aged,3.83,80.33,Low
720339558,Existing Customer,47,Female,2,Graduate,Single,Less than $40K,Blue,36,3,1,2,2363.0,494,1869.0,0.736,3887,71,0.651,0.209,Middle-Aged,3.0,54.75,Low
809599158,Attrited Customer,48,Male,4,Uneducated,Single,$80K - $120K,Silver,43,2,3,4,34516.0,0,34516.0,0.671,1626,28,0.4,0.0,Middle-Aged,3.58,58.07,Low
793269933,Existing Customer,46,Male,3,Graduate,Unknown,$60K - $80K,Silver,40,6,3,2,28829.0,0,28829.0,0.463,4540,78,0.56,0.0,Middle-Aged,3.33,58.21,Low
809978733,Existing Customer,33,Female,2,High School,Single,$40K - $60K,Blue,28,3,2,3,1438.3,746,692.3,0.913,4415,77,0.878,0.519,Adult,2.33,57.34,Moderate
788996058,Existing Customer,47,Female,2,High School,Married,Less than $40K,Blue,34,4,2,4,2730.0,1970,760.0,0.848,3841,69,0.865,0.722,Middle-Aged,2.83,55.67,High
712575708,Existing Customer,55,Female,2,High School,Married,Less than $40K,Blue,36,5,1,4,1994.0,1175,819.0,0.794,4455,82,0.547,0.589,Middle-Aged,3.0,54.33,Moderate
789625383,Existing Customer,48,Male,3,Uneducated,Married,$80K - $120K,Blue,42,4,3,3,9727.0,1626,8101.0,1.006,3543,62,0.676,0.167,Middle-Aged,3.5,57.15,Low
719730258,Existing Customer,41,Male,4,Uneducated,Divorced,$60K - $80K,Silver,36,4,2,3,33771.0,0,33771.0,0.791,3819,75,0.829,0.0,Adult,3.0,50.92,Low
793717608,Existing Customer,39,Male,0,Doctorate,Single,$60K - $80K,Blue,33,6,2,0,10452.0,1120,9332.0,0.802,3592,79,0.795,0.107,Adult,2.75,45.47,Low
709798908,Attrited Customer,45,Female,4,Unknown,Single,Less than $40K,Blue,32,3,3,4,2858.0,0,2858.0,1.058,2611,43,0.483,0.0,Adult,2.67,60.72,Low
716077458,Existing Customer,46,Male,3,Uneducated,Married,$40K - $60K,Blue,36,4,2,4,4707.0,1121,3586.0,0.604,3188,71,0.651,0.238,Middle-Aged,3.0,44.9,Low
813435108,Existing Customer,49,Female,1,Graduate,Single,Less than $40K,Blue,44,5,2,1,3537.0,0,3537.0,0.763,4726,78,0.814,0.0,Middle-Aged,3.67,60.59,Low
708084558,Attrited Customer,46,Male,3,Doctorate,Divorced,$80K - $120K,Blue,38,6,3,3,8258.0,1771,6487.0,0.0,1447,23,0.0,0.214,Middle-Aged,3.17,62.91,Low
719880408,Existing Customer,46,Female,4,Graduate,Married,Less than $40K,Blue,35,6,3,1,3072.0,1611,1461.0,0.682,3992,57,0.727,0.524,Middle-Aged,2.92,70.04,Moderate
719343633,Existing Customer,48,Male,3,High School,Unknown,Less than $40K,Blue,38,4,3,3,8892.0,889,8003.0,0.67,4900,89,0.745,0.1,Middle-Aged,3.17,55.06,Low
718711158,Attrited Customer,52,Male,3,Graduate,Married,$120K +,Blue,36,1,2,3,3841.0,2517,1324.0,0.841,2680,51,0.545,0.655,Middle-Aged,3.0,52.55,Moderate
717443658,Existing Customer,37,Female,0,Graduate,Divorced,$40K - $60K,Blue,28,4,3,1,1920.0,0,1920.0,0.688,4715,81,0.841,0.0,Adult,2.33,58.21,Low
715976433,Existing Customer,42,Male,3,High School,Unknown,Less than $40K,Blue,31,4,2,4,7802.0,1885,5917.0,0.643,4212,75,0.744,0.242,Adult,2.58,56.16,Low
719038008,Existing Customer,48,Female,4,Graduate,Single,Less than $40K,Blue,35,3,2,2,1705.0,1192,513.0,0.763,4862,41,0.242,0.699,Middle-Aged,2.92,118.59,Moderate
709143183,Attrited Customer,52,Female,2,Doctorate,Married,$40K - $60K,Blue,43,3,2,4,1822.0,1605,217.0,0.756,2538,39,0.696,0.881,Middle-Aged,3.58,65.08,High
710186958,Existing Customer,45,Female,3,Unknown,Single,Unknown,Blue,32,6,3,4,9294.0,2000,7294.0,0.637,4431,82,0.673,0.215,Adult,2.67,54.04,Low
